(index -> (radius,density,mass within (shells),gravitational acceleration (shells),density slope,mass within (linear),gravitational acceleration (linear)
"radius[unit=""m""]","density[unit=""kg/m^3""]",mass[unit=”kg”],acceleration[unit=”m/s^2”],slope[unit=””],mass[unit=”kg”],acceleration[unit=”m/s^2”]
2864045,10775.01,1.13310604697669E+024,-9.21969610297009,-0.00123519326683295,1.13253795013068E+024,-9.2150736933631
2876878,10759.08,1.14742330711914E+024,-9.25308391390301,-0.0012413309436609,1.14684461103295E+024,-9.24841717634167
2889710,10743.05,1.16184638421619E+024,-9.28636848835831,-0.00124922069825442,1.16125692768809E+024,-9.28165709914018
2902543,10726.93,1.17637758223159E+024,-9.31955420569934,-0.00125613652302649,1.17577720753336E+024,-9.31479788882596
2915375,10710.72,1.19101469996647E+024,-9.35263519630821,-0.00126324812967588,1.19040324956642E+024,-9.34783368333574
2928207,10694.42,1.20575892236688E+024,-9.38561334831404,-0.00127026184538648,1.20513623637039E+024,-9.38076636780074
2941040,10678.03,1.22061146365706E+024,-9.4184905338645,-0.0012771760305462,1.21997737975435E+024,-9.41359781131257
2953872,10661.54,1.23557005503673E+024,-9.45126093886665,-0.0012850685785536,1.23492440415334E+024,-9.44632215376945
2966705,10644.97,1.25063705388688E+024,-9.48392887590347,-0.00129120236889282,1.24997967763672E+024,-9.47894380882759
2979537,10628.3,1.2658101601687E+024,-9.51648867621636,-0.00129909600997507,1.26514088630063E+024,-9.5114570076556
2992369,10611.54,1.28109055664325E+024,-9.54894209212634,-0.00130610972568566,1.28040921752001E+024,-9.54386355353342
3005202,10594.69,1.29647946952311E+024,-9.58129096703122,-0.00131302111743165,1.29578589499065E+024,-9.5761652866336
3018034,10577.74,1.31197451639091E+024,-9.61352958122375,-0.00132091645885292,1.31126852931655E+024,-9.60835644139632
3030866,10560.7,1.32757688639034E+024,-9.64565966935834,-0.00132793017456352,1.32685831437897E+024,-9.64043880332737
3043699,10543.57,1.34328781248968E+024,-9.67768305654818,-0.00133483986597062,1.34255648056656E+024,-9.67241419421259
3056531,10526.34,1.35910484362019E+024,-9.70959408068316,-0.00134273690773064,1.35836056970374E+024,-9.70427690618597
3069364,10509.02,1.37503042123513E+024,-9.74139693883674,-0.00134964544533622,1.37427302707817E+024,-9.73603118328094
3082196,10491.61,1.39106204826956E+024,-9.77308600786702,-0.00135676433915211,1.39029135607095E+024,-9.76767141032841
3095028,10474.1,1.40720093921395E+024,-9.80466309818188,-0.0013645573566085,1.4064167608424E+024,-9.79919934064189
3107861,10456.49,1.42344832234415E+024,-9.83612989442154,-0.00137224343489446,1.42265046685274E+024,-9.83061665581124
3120693,10438.79,1.43980161589235E+024,-9.86748072468853,-0.00137936408977548,1.43898990054703E+024,-9.86191774612572
3133526,10421,1.45626332816181E+024,-9.8987198171968,-0.00138626977324093,1.45543756643447E+024,-9.89310683236319
3146358,10403.1,1.47283084677912E+024,-9.92984164678048,-0.00139495012468825,1.47199083677596E+024,-9.92417829016941
3159190,10385.12,1.48950536399266E+024,-9.96084777535468,-0.00140118453865333,1.48865092489794E+024,-9.95513383973445
3172023,10367.03,1.50628814896403E+024,-9.99174006858597,-0.00140964700381829,1.5054190730219E+024,-9.98597518162225
3184855,10348.85,1.52317648734356E+024,-10.0225128462784,-0.00141677057356611,1.52229258347232E+024,-10.0166967520976
3197688,10330.58,1.54017293820969E+024,-10.0531702565359,-0.00142367334216477,1.5392740113459E+024,-10.0473026915465
3210520,10312.2,1.55727477308835E+024,-10.0837068746005,-0.00143235660847874,1.55636061226175E+024,-10.0777874761931
3223352,10293.73,1.57448319160757E+024,-10.1141242265106,-0.00143937032418962,1.57355359944244E+024,-10.1081527365079
3236185,10275.16,1.59179945533207E+024,-10.1444240339149,-0.00144705057274213,1.59085422311659E+024,-10.138400136638
3249017,10256.5,1.6092207489163E+024,-10.1746008260633,-0.0014541770573566,1.60825967703728E+024,-10.1685242683625
3261849,10237.73,1.62674830981689E+024,-10.2046563216744,-0.00146274937655864,1.62577117862999E+024,-10.1985267391918
3274682,10218.87,1.64438337003735E+024,-10.2345920040207,-0.00146964856230022,1.64338997388962E+024,-10.2284091366581
3287514,10199.9,1.66212306088352E+024,-10.2644025722302,-0.00147833541147141,1.66111317755892E+024,-10.2581660610845
3300347,10180.84,1.67996998531407E+024,-10.2940918238035,-0.00148523338268523,1.67894340554482E+024,-10.2878014099858
3313179,10161.68,1.69792122771326E+024,-10.3236545000055,-0.00149314214463839,1.69687773427572E+024,-10.3173098795683
3326011,10142.42,1.71597801465914E+024,-10.3530921733178,-0.00150093516209478,1.7149173871539E+024,-10.3466930386964
3338844,10123.06,1.73414160110744E+024,-10.3824063950935,-0.00150861061326273,1.73306361588952E+024,-10.3759524350403
3351676,10103.6,1.75240898323327E+024,-10.4115918623022,-0.00151652119700741,1.75131341747225E+024,-10.4050827747141
3364509,10084.04,1.7707828279047E+024,-10.4406523910618,-0.00152419543364759,1.76966945412431E+024,-10.4340878657913
3377341,10064.38,1.78926008403694E+024,-10.4695827212165,-0.00153210723192033,1.78812867562977E+024,-10.4629624573343
3390173,10044.62,1.80784198306659E+024,-10.4983843846318,-0.00153990024937643,1.80669231012319E+024,-10.4917080774161
3403006,10024.76,1.82652978454259E+024,-10.5270588911298,-0.00154757266422509,1.82536161377894E+024,-10.5203262320033
3415838,10004.79,1.84532036647435E+024,-10.5556010454422,-0.00155626558603486,1.84413345617517E+024,-10.54881168148
3428670,9984.73,1.86421494377636E+024,-10.5840122467121,-0.00156327930174574,1.86300906761442E+024,-10.5771659288512
3441503,9964.56,1.88321479692009E+024,-10.6122940867398,-0.00157172913582172,1.88198970620429E+024,-10.605390454196
3454335,9944.29,1.90231671384896E+024,-10.6404413286328,-0.00157964463840388,1.90107217038294E+024,-10.6334800841488
3467168,9923.91,1.92152343222505E+024,-10.6684576396701,-0.00158809319722598,1.92025918314148E+024,-10.6614384237876
3480000,9903.44,1.94083169217686E+024,-10.6963378278967,-0.00159523067331666,1.93954750504594E+024,-10.6892603984411
3480000,5566.46,1.94083169217686E+024,-10.6963378278967,#DIV/0!,1.93954750504594E+024,-10.6892603984411
3493636,5559.62,1.95242840923699E+024,-10.6764171386291,-0.000501613376356714,1.951137087864E+024,-10.6693558371377
3507273,5552.79,1.96410250458894E+024,-10.6568960421687,-0.000500843293979609,1.96280400308374E+024,-10.649850587301
3520909,5545.96,1.97585241778362E+024,-10.6377707100637,-0.000500880023467287,1.97454668066267E+024,-10.6307407659367
3534545,5539.14,1.98767913106806E+024,-10.6190330185985,-0.000500146670577861,1.98636611278125E+024,-10.6120183126916
3548182,5532.32,1.99958367046822E+024,-10.6006752054697,-0.000500109994866952,1.9982633141134E+024,-10.5936754139232
3561818,5525.51,2.01156441731924E+024,-10.5826935400841,-0.000499413317688434,2.01023667769632E+024,-10.575708398863
3575455,5518.7,2.02362327663488E+024,-10.5650791977158,-0.000499376695754228,2.02228809648287E+024,-10.5581083923232
3589091,5511.89,2.03575860484419E+024,-10.5478285795897,-0.000499413317688434,2.03441592777769E+024,-10.54087179822
3602727,5505.08,2.04797140650962E+024,-10.5309343128396,-0.000499413317688501,2.04662117538204E+024,-10.5239912494421
3616364,5498.28,2.06026270872063E+024,-10.5143892489927,-0.000498643396641503,2.05890487678505E+024,-10.5074596601374
3630000,5491.48,2.07263085240491E+024,-10.4981900888722,-0.000498679964799075,2.07126536272129E+024,-10.4912736762142
3630000,5491.48,2.07263085240491E+024,-10.4981900888722,#DIV/0!,2.07126536272129E+024,-10.4912736762142
3642792,5485.1,2.08430379934975E+024,-10.483299550872,-0.000498749218261351,2.0829315209017E+024,-10.4763974831204
3655584,5478.72,2.09604535890583E+024,-10.468702656717,-0.000498749218261422,2.09466624387486E+024,-10.4618146639895
3668377,5472.35,2.10785655461937E+024,-10.454393736499,-0.000497928554678331,2.10647056527017E+024,-10.4475196072612
3681169,5465.98,2.11973565775771E+024,-10.4403706477231,-0.000497967479674859,2.1183427465477E+024,-10.4335101180818
3693961,5459.61,2.13168368370573E+024,-10.4266278487018,-0.000497967479674788,2.13028380238868E+024,-10.4197806594885
3706753,5453.24,2.14370072681164E+024,-10.4131610061128,-0.000497967479674788,2.14229382697376E+024,-10.4063269017306
3719545,5446.87,2.15578688041828E+024,-10.3999658610199,-0.000497967479674788,2.15437291347822E+024,-10.3931445893817
3732338,5440.5,2.16794319035877E+024,-10.3870372297604,-0.000497928554678331,2.1665221070088E+024,-10.3802285432005
3745130,5434.14,2.18016784751351E+024,-10.3743730185336,-0.000497185741088155,2.17873961063984E+024,-10.3675767243385
3757922,5427.77,2.19246191180391E+024,-10.3619682657949,-0.000497967479674788,2.19102646107482E+024,-10.3551840681668
3770714,5421.41,2.20482545008217E+024,-10.3498188875998,-0.000497185741088226,2.20338274764813E+024,-10.3430466014306
3783506,5415.04,2.21725857359827E+024,-10.3379210816921,-0.000497967479674788,2.21580855863806E+024,-10.3311604176882
3796299,5408.68,2.22976232757677E+024,-10.3262699985045,-0.000497146877198442,2.22830496148397E+024,-10.3195207788344
3809091,5402.32,2.24233486679943E+024,-10.3148637871762,-0.000497185741088226,2.24087010047119E+024,-10.3081257814575
3821883,5395.95,2.25497725097373E+024,-10.3036978081002,-0.000497967479674788,2.25350502285263E+024,-10.2969707363934
3834675,5389.59,2.26768954115131E+024,-10.2927682996668,-0.000497185741088155,2.26620981294053E+024,-10.2860519924547
3847468,5383.23,2.28047284691205E+024,-10.2820709509823,-0.000497146877198513,2.27898556784069E+024,-10.2753651886418
3860260,5376.86,2.2933252523846E+024,-10.271603899581,-0.000497967479674788,2.29183036074557E+024,-10.2649084102374
3873052,5370.5,2.30624781105026E+024,-10.2613627143054,-0.000497185741088155,2.30474526828156E+024,-10.2546773371878
3885844,5364.13,2.31924062737832E+024,-10.2513440836117,-0.000497967479674788,2.31773037069022E+024,-10.2446685533621
3898636,5357.76,2.33230375660663E+024,-10.2415445373758,-0.000497967479674788,2.33078573507194E+024,-10.2348786452886
3911429,5351.4,2.34543830706468E+024,-10.2319600298293,-0.000497146877198513,2.34391248124586E+024,-10.2253036241828
3924221,5345.03,2.35864232730111E+024,-10.222588912307,-0.000497967479674788,2.35710863427462E+024,-10.2159417351805
3937013,5338.66,2.37191689239564E+024,-10.2134271159258,-0.000497967479674788,2.37037528073159E+024,-10.2067889666625
3949805,5332.29,2.38526207759886E+024,-10.204471491459,-0.000497967479674788,2.38371249569982E+024,-10.1978421719972
3962597,5325.91,2.39867795715605E+024,-10.1957189404288,-0.000498749218261422,2.39712034066361E+024,-10.1890982017312
3975390,5319.54,2.41216563668581E+024,-10.1871656490018,-0.000497928554678331,2.41059994562693E+024,-10.180553352595
3988182,5313.16,2.4257231049889E+024,-10.1788100618747,-0.000498749218261422,2.42414927513655E+024,-10.1722059630375
4000974,5306.78,2.43935145854915E+024,-10.1706484410402,-0.000498749218261422,2.43776943755358E+024,-10.16405235202
4013766,5300.4,2.45305076726078E+024,-10.162677882126,-0.000498749218261422,2.45146050260443E+024,-10.1560896175595
4026558,5294.02,2.46682110001105E+024,-10.1548955268208,-0.000498749218261351,2.46522253900855E+024,-10.1483149036968
4039351,5287.63,2.48066361015206E+024,-10.1472979779642,-0.000499491909638109,2.47905668620722E+024,-10.1407247626239
4052143,5281.24,2.49457617417989E+024,-10.1398835473745,-0.000499530956848056,2.49296083484088E+024,-10.1333175611534
4064935,5274.85,2.50855993623525E+024,-10.13264890666,-0.000499530956847985,2.50693612822986E+024,-10.1260899737149
4077727,5268.46,2.52261496084281E+024,-10.1255913738696,-0.000499530956848056,2.52098263073073E+024,-10.1190393205604
4090519,5262.06,2.53674131151872E+024,-10.1187083089221,-0.000500312695434618,2.53510039227103E+024,-10.1121629102445
4103312,5255.66,2.55094013714683E+024,-10.1119964905493,-0.000500273587117998,2.54929057422443E+024,-10.1054575779973
4116104,5249.25,2.56520927911791E+024,-10.1054544098449,-0.000501094434021252,2.56355100557696E+024,-10.0989217624685
4128896,5242.85,2.57954987669072E+024,-10.0990789073964,-0.000500312695434618,2.57788285192297E+024,-10.0925524142193
4141688,5236.43,2.59396201615618E+024,-10.0928676112097,-0.000501876172607886,2.59228615827848E+024,-10.0863470023537
4154481,5230.02,2.60844683606539E+024,-10.086817401876,-0.000501055264597816,2.60676210352067E+024,-10.0803025711673
4167273,5223.6,2.62300215620385E+024,-10.0809269292553,-0.000501876172607886,2.6213084809671E+024,-10.0744176641892
4180065,5217.18,2.63762913309251E+024,-10.075193237759,-0.000501876172607886,2.63592646012152E+024,-10.0686893820849
4192857,5210.75,2.65232782114267E+024,-10.0696139973661,-0.000502657911194519,2.6506160811252E+024,-10.0631153432018
4205649,5204.32,2.66709824540634E+024,-10.064186806474,-0.000502657911194519,2.66537738287617E+024,-10.0576932016727
4218442,5197.88,2.68194162172125E+024,-10.0589090017635,-0.000503400297037411,2.68021156604755E+024,-10.0524202428551
4231234,5191.44,2.69685565188147E+024,-10.0537790760513,-0.000503439649781153,2.69511634789011E+024,-10.0472950144876
4244026,5184.99,2.71184154229952E+024,-10.0487944172313,-0.000504221388367716,2.71009291948202E+024,-10.042314853093
4256818,5178.54,2.72689931257911E+024,-10.0439527601809,-0.000504221388367716,2.72514131461806E+024,-10.0374775491631
4269610,5172.08,2.74202900999852E+024,-10.0392519796634,-0.000505003126954349,2.74026156578417E+024,-10.0327809256508
4282403,5165.62,2.75723184335442E+024,-10.0346895266039,-0.000504963651997189,2.75545489539635E+024,-10.0282224893444
4295195,5159.15,2.77250548080322E+024,-10.0302640523362,-0.000505784865540983,2.7707189581297E+024,-10.0238008390892
4307987,5152.68,2.78785112128882E+024,-10.0259730539367,-0.000505784865540912,2.78605496672705E+024,-10.0195135277807
4320779,5146.2,2.80326880730779E+024,-10.0218145308474,-0.000506566604127617,2.80146294853916E+024,-10.0153585029414
4333571,5139.71,2.81875855023623E+024,-10.0177864050216,-0.000507348342714179,2.81694291459415E+024,-10.0113336884346
4346364,5133.22,2.83432158000887E+024,-10.0138863308267,-0.000507308684436784,2.83249610885982E+024,-10.0074367942901
4359156,5126.72,2.84995550229793E+024,-10.0101130054178,-0.000508130081300813,2.84812012313373E+024,-10.003666465173
4371948,5120.22,2.86566153710418E+024,-10.0064641247684,-0.000508130081300813,2.86381619163203E+024,-10.0000204526788
4384740,5113.71,2.88143972073707E+024,-10.0029378324729,-0.000508911819887447,2.87958433507047E+024,-9.99649684835491
4397532,5107.19,2.89729005748443E+024,-9.99953219211021,-0.00050969355847408,2.89542455738549E+024,-9.99309371756207
4410325,5100.67,2.91321379840588E+024,-9.99624504474626,-0.00050965371687638,2.91133812408956E+024,-9.98980895684213
4423117,5094.14,2.92920848656957E+024,-9.99307512844499,-0.000510475297060643,2.9273225639773E+024,-9.98664125177235
4435909,5087.6,2.94527536302152E+024,-9.99002032179866,-0.000511257035647277,2.94337911694746E+024,-9.98358848284301
4448701,5081.05,2.96141442612224E+024,-9.98707879344066,-0.00051203877423391,2.95950778100628E+024,-9.98064882037232
4461494,5074.5,2.9776269435893E+024,-9.98424852312131,-0.000511998749316046,2.97570983866343E+024,-9.97782029944275
4474286,5067.94,2.99391040812594E+024,-9.98152827895098,-0.000512820512820544,2.99198276802695E+024,-9.97510163568618
4487078,5061.37,3.01026607737168E+024,-9.97891607523202,-0.000513602251407107,3.00832782556387E+024,-9.97249084516077
4499870,5054.79,3.02669394371971E+024,-9.97641017861691,-0.00051438398999374,3.02474500331024E+024,-9.96998619611318
4512662,5048.21,3.04319399797275E+024,-9.97400887937964,-0.00051438398999374,3.04123430804744E+024,-9.96758603393209
4525455,5041.61,3.05976756135486E+024,-9.97171042507915,-0.00051590713671542,3.05779702711661E+024,-9.96528850040268
4538247,5035.01,3.07641199780779E+024,-9.96951340365667,-0.000515947467166937,3.07443055865612E+024,-9.96309229224666
4551039,5028.4,3.09312861839762E+024,-9.96741609444492,-0.000516729205753642,3.09113619609642E+024,-9.96099563653258
4563831,5021.79,3.10991740790821E+024,-9.96541687769293,-0.00051672920575357,3.10791394057009E+024,-9.95899696854215
4576623,5015.16,3.1267783830943E+024,-9.96351426234542,-0.000518292682926838,3.12476377505104E+024,-9.95709469130049
4589416,5008.52,3.14371281956296E+024,-9.96170642925385,-0.000519033846634833,3.14168699061312E+024,-9.95528704095965
4602208,5001.88,3.16071804982878E+024,-9.95999210522225,-0.000519074421513472,3.15868093815557E+024,-9.95357279927252
4615000,4995.22,3.17779540641384E+024,-9.95836971439071,-0.000520637898686668,3.17574691497686E+024,-9.95195028441576
4627792,4988.56,3.19494483209518E+024,-9.95683763441249,-0.000520637898686668,3.19288489766297E+024,-9.95041798282006
4640584,4981.89,3.21216633650395E+024,-9.95539447748482,-0.000521419637273302,3.21009487839296E+024,-9.94897445421141
4653377,4975.2,3.22946124913484E+024,-9.95403866805656,-0.000522942234034277,3.2273781680112E+024,-9.94761807079472
4666169,4968.51,3.24682680352391E+024,-9.95276885455281,-0.000522983114446498,3.24473203625025E+024,-9.94634758981021
4678961,4961.81,3.26426435318155E+024,-9.95158359494745,-0.000523764853033132,3.26215781797359E+024,-9.94516151666285
4691753,4955.09,3.28177386708917E+024,-9.9504814705028,-0.000525328330206399,3.27965546413378E+024,-9.94405838036668
4704545,4948.37,3.29935527711193E+024,-9.94946097387192,-0.000525328330206399,3.29722494154739E+024,-9.94303678224039
4717338,4941.64,3.3170099680231E+024,-9.9485207627996,-0.000526068943953691,3.31486761601458E+024,-9.94209532734915
4730130,4934.89,3.33473514384183E+024,-9.94765961969701,-0.000527673545966229,3.33258067511322E+024,-9.94123274600269
4742922,4928.14,3.3525321072094E+024,-9.94687601116515,-0.000527673545966229,3.35036545607674E+024,-9.94044761331935
4755714,4921.37,3.37040085476998E+024,-9.94616871504376,-0.000529237023139496,3.36822191908062E+024,-9.93973860096548
4768506,4914.59,3.38834130919405E+024,-9.94553631154109,-0.000530018761726059,3.38615000446982E+024,-9.93910434418131
4781299,4907.8,3.40635483941141E+024,-9.9449774671178,-0.000530759008832953,3.40415107982284E+024,-9.93854351044431
4794091,4901,3.42443858469468E+024,-9.94449098990125,-0.000531582238899326,3.42222228598609E+024,-9.93805490936033
4806883,4894.19,3.44259390310918E+024,-9.94407556750544,-0.00053236397748596,3.44036497967719E+024,-9.93763722953539
4819675,4887.37,3.460820746749E+024,-9.94372995282037,-0.000533145716072523,3.4585791126136E+024,-9.93728922499118
4832468,4880.54,3.47912050028413E+024,-9.94345289822157,-0.000533885718752437,3.47686606808394E+024,-9.93700964901737
4845260,4873.69,3.49749025157488E+024,-9.94324323083508,-0.000535490931832424,3.49522291673688E+024,-9.93679727669129
4858052,4866.83,3.51593133652487E+024,-9.94309961552335,-0.000536272670418986,3.51365101183466E+024,-9.93665082759769
4870844,4859.96,3.53444370013815E+024,-9.9430208668052,-0.00053705440900562,3.53215029800131E+024,-9.93656911732571
4883636,4853.08,3.55302728573678E+024,-9.94300581386314,-0.000537836147592254,3.55072071817798E+024,-9.93655097611416
4896429,4846.18,3.57168349708808E+024,-9.94305330932648,-0.000539357461111517,3.56936365547293E+024,-9.93659520382317
4909221,4839.27,3.59040931887785E+024,-9.94316209649406,-0.000540181363352084,3.58807611540201E+024,-9.93670059912595
4922013,4832.35,3.60920614345997E+024,-9.94333104612811,-0.000540963101938717,3.60685948889983E+024,-9.93686603354228
4934805,4825.42,3.62807390699121E+024,-9.94355904435988,-0.000541744840525351,3.62571371173891E+024,-9.93709039420303
4947597,4818.47,3.64701254392896E+024,-9.94384499087039,-0.000543308317698547,3.64463869835078E+024,-9.93737252822396
4960390,4811.51,3.66602343745443E+024,-9.94418772356454,-0.000544047525990779,3.66363584999194E+024,-9.93771132799902
4973182,4804.53,3.68510354613663E+024,-9.94458611547823,-0.000545653533458449,3.68270210715006E+024,-9.93810561459026
4985974,4797.55,3.70425424124959E+024,-9.94503902089732,-0.000545653533458377,3.70183887932835E+024,-9.93855435030186
4998766,4790.54,3.72347548966482E+024,-9.94554549974107,-0.000547998749218279,3.72104607306629E+024,-9.93905643505256
5011558,4783.53,3.7427671363413E+024,-9.94610430286585,-0.000547998749218279,3.74032359297918E+024,-9.93961078182569
5024351,4776.5,3.76213066217406E+024,-9.94671456822762,-0.000549519268349859,3.7596728781499E+024,-9.94021642173727
5037143,4769.45,3.7815629209209E+024,-9.94737508323329,-0.000551125703564742,3.77909078396662E+024,-9.94087214408999
5049935,4762.4,3.80106530093795E+024,-9.94808478604579,-0.000551125703564742,3.79857873799955E+024,-9.94157699494553
5062727,4755.32,3.82063776067518E+024,-9.94884279841332,-0.000553470919324572,3.81813663681441E+024,-9.94232993598857
5075519,4748.24,3.8402801335516E+024,-9.94964793208195,-0.000553470919324572,3.83776437503114E+024,-9.94312994102656
5088312,4741.13,3.85999391940222E+024,-9.95049940365905,-0.000555772688188828,3.85746338881543E+024,-9.9439760661563
5101104,4734.02,3.8797758649497E+024,-9.95139591489039,-0.000555816135084402,3.8772304890255E+024,-9.9448671760004
5113896,4726.89,3.89962745877766E+024,-9.95233669570874,-0.00055737961225767,3.89706712093629E+024,-9.9458023935167
5126688,4719.74,3.91954856695415E+024,-9.95332071058092,-0.000558943089430937,3.91697315000802E+024,-9.94678068425124
5139481,4712.58,3.93954061978988E+024,-9.95434702009364,-0.000559681075588201,3.93695002594681E+024,-9.94780116295172
5152273,4705.4,3.95960039567548E+024,-9.95541455758506,-0.000561288305190767,3.95699450781757E+024,-9.9488627111047
5165065,4698.2,3.97972931276317E+024,-9.95652239589099,-0.000562851782363963,3.97710801197584E+024,-9.94996440213204
5177857,4690.99,3.99992722795968E+024,-9.9576695430461,-0.000563633520950597,3.99729041622756E+024,-9.95110529865382
5190649,4683.77,4.02019403896461E+024,-9.95885512473316,-0.00056441525953716,4.01754161786992E+024,-9.95228452710632
5203442,4676.53,4.04053123532813E+024,-9.96007837667151,-0.000565934495427241,4.03786308308977E+024,-9.95350126988351
5216234,4669.27,4.06093548814026E+024,-9.96133814594819,-0.000567542213883623,4.05825148482037E+024,-9.95475437609212
5229026,4661.99,4.08140823128754E+024,-9.96263357226665,-0.000569105691056962,4.07870825510095E+024,-9.95604298591104
5241818,4654.7,4.10194931042205E+024,-9.96396371422641,-0.000569887429643524,4.09923326101067E+024,-9.9573662124698
5254610,4647.39,4.12255861303293E+024,-9.96532774733444,-0.000571450906816721,4.11982636747536E+024,-9.95872317841907
5267403,4640.07,4.14323760068143E+024,-9.96672486283076,-0.00057218791526621,4.1404890564182E+024,-9.96011312894409
5280195,4632.73,4.16398292396944E+024,-9.96815403655379,-0.000573796122576622,4.1612179582096E+024,-9.96153498813233
5292987,4625.37,4.18479603212488E+024,-9.96961446961076,-0.000575359599749818,4.18201452017847E+024,-9.96298795746167
5305779,4617.99,4.20567675941311E+024,-9.97110526757828,-0.000576923076923085,4.20287857596157E+024,-9.96447114342908
5318571,4610.6,4.22662493763182E+024,-9.97262554522975,-0.000577704815509648,4.22380997942566E+024,-9.96598371527564
5331364,4603.19,4.24764208849709E+024,-9.97417465872701,-0.000579223012585067,4.24481022773974E+024,-9.96752497562883
5344156,4595.76,4.26872475356724E+024,-9.97575149808358,-0.000580831769856112,4.2658758644736E+024,-9.96909381662498
5356948,4588.31,4.28987439655738E+024,-9.97735532125054,-0.000582395247029379,4.28700835138859E+024,-9.97068949647984
5369740,4580.84,4.31109083977299E+024,-9.97898527799034,-0.000583958724202647,4.30820751015394E+024,-9.97231116582488
5382532,4573.36,4.33237390302185E+024,-9.98064052662861,-0.00058474046278928,4.32947318318857E+024,-9.97395803740387
5395325,4565.86,4.35372512323032E+024,-9.9823204763635,-0.000586258109903854,4.35080688226729E+024,-9.97562946678074
5408117,4558.34,4.37514097768475E+024,-9.9840240390795,-0.000587867417135673,4.37220508677707E+024,-9.97732436801794
5420909,4550.8,4.39662294412398E+024,-9.98575052479847,-0.00058943089430894,4.39366927244703E+024,-9.97904205130119
5433701,4543.24,4.41817083274888E+024,-9.98749912441014,-0.000590994371482208,4.41519924883418E+024,-9.98078170834145
5446494,4535.66,4.43978614482752E+024,-9.98926917913155,-0.000592511529742822,4.43679651514614E+024,-9.98254268045367
5459286,4528.07,4.46146530626091E+024,-9.9910596189165,-0.000593339587242038,4.45845752337752E+024,-9.98432395337932
5472078,4520.45,4.48320985331842E+024,-9.99286989966319,-0.000595684803001868,4.48018375990619E+024,-9.98612487572675
5484870,4512.82,4.50501953825575E+024,-9.99469913598223,-0.000596466541588501,4.50197502439705E+024,-9.98794467026357
5497662,4505.16,4.52689420704512E+024,-9.99654666460727,-0.000598811757348331,4.52383111388632E+024,-9.98978256712685
5510455,4497.49,4.54883532545648E+024,-9.99841176480285,-0.00059954662706168,4.54575354053518E+024,-9.9916379529567
5523247,4489.79,4.57083930461678E+024,-10.0002934964399,-0.000601938711694795,4.56773866900395E+024,-9.99350978253367
5536039,4482.08,4.59290759673525E+024,-10.0021911455919,-0.000602720450281429,4.58978799834967E+024,-9.99539744929103
5548831,4474.35,4.61504003841793E+024,-10.0041040781436,-0.000604283927454625,4.61190134003913E+024,-9.99730026604441
5561623,4466.59,4.63723641476294E+024,-10.0060315594821,-0.000606629143214526,4.63407845368801E+024,-9.99921744535183
5574416,4458.82,4.65949820259559E+024,-10.0079729104213,-0.000607363401860427,4.65632086358743E+024,-10.0011484153065
5587208,4451.02,4.68182175113057E+024,-10.0099272141123,-0.000609756097560919,4.67862487144604E+024,-10.003092154032
5600000,4443.2,4.7042085235405E+024,-10.0118937974064,-0.000611319574734257,4.70099196319718E+024,-10.0050480420813
5600000,4443.2,4.7042085235405E+024,-10.0118937974064,#DIV/0!,4.70099196319718E+024,-10.0050480420813
5614429,4434.36,4.72953860226629E+024,-10.0141319590566,-0.000612655069651407,4.72629682249053E+024,-10.0072679469009
5628857,4425.49,4.75494679113593E+024,-10.0163837238457,-0.000614776822844462,4.75167957776428E+024,-10.0095012782
5643286,4416.6,4.78043625415411E+024,-10.0186483549077,-0.000616120313257982,4.77714341709996E+024,-10.0117473578477
5657714,4407.68,4.80600315341693E+024,-10.0209246206873,-0.00061824230662601,4.80268447625408E+024,-10.0140048970359
5672143,4398.73,4.83165066618866E+024,-10.0232118081116,-0.000620278605586023,4.82830592768187E+024,-10.0162731809607
5686571,4389.75,4.8573748660049E+024,-10.0255085818803,-0.000622400887163818,4.854003847307E+024,-10.0185508778081
5701000,4380.74,4.88317894255213E+024,-10.0278142521535,-0.000624436897913938,4.87978141993909E+024,-10.0208372959367
5701000,3992.12,4.88317894255213E+024,-10.0278142521535,#DIV/0!,4.87978141993909E+024,-10.0208372959367
5718500,3988.05,4.91180002313403E+024,-10.0249484847639,-0.000232571428571412,4.90838789589901E+024,-10.0179843576428
5736000,3983.97,4.94056745724325E+024,-10.0222278449958,-0.000233142857142879,4.93714059966681E+024,-10.015276265502
5753500,3979.9,4.9694813506496E+024,-10.0196500606654,-0.000232571428571412,4.96603970894574E+024,-10.0127108967822
5771000,3975.82,4.99854195218656E+024,-10.0172131853163,-0.000233142857142853,4.99508539964523E+024,-10.0102861605911
5771000,3975.82,4.99854195218656E+024,-10.0172131853163,#DIV/0!,4.99508539964523E+024,-10.0102861605911
5784333,3959.02,5.02077861391396E+024,-10.0154443370766,-0.00126003150078753,5.01727504424393E+024,-10.0084554196776
5797667,3942.21,5.04302530028482E+024,-10.0136022362837,-0.00126068696565171,5.03947446464719E+024,-10.0065515764983
5811000,3925.41,5.06527798449694E+024,-10.0116868567849,-0.00126003150078753,5.0616796968787E+024,-10.0045747241508
5824333,3908.6,5.08753775081276E+024,-10.0096979795664,-0.00126078151953798,5.08389176467043E+024,-10.0025245251549
5837667,3891.8,5.10980557658241E+024,-10.0076351561363,-0.00125993700314982,5.10611169801962E+024,-10.0004006364636
